StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Frankie Skinner,921314,MATHEMATICS,4801,67,1.0,Helen Smith,Humanities & Liberal Arts,Carnegie Mellon University,United States of America,230
Irene England,120750,TRANSPORTATION SCIENCES AND TECHNOLOGIES,2403,9,0.5,Marilyn Zuniga,Biology & Life Science,National University of Singapore,Singapore,496
Luis Osborne,538121,ELEMENTARY EDUCATION,2306,55,0.5,Matthew Gurule,Biology & Life Science,University of Houston,United States of America,362
Irene England,653454,CIVIL ENGINEERING,2306,31,1.0,Earl Henry,Health,Laval University,Canada,720
Mercedes Lindsay,118282,ADVERTISING AND PUBLIC RELATIONS,4901,99,0.5,Don Bell,Computers & Mathematics,Inha University,South Korea,160
Jay Broussard,296844,CRIMINOLOGY,3402,66,1.0,Gaston Florian,Business,Comenius University in Bratislava,Slovakia,395
Marjorie Gonzalez,670995,STUDIO ARTS,4000,100,1.0,Elizabeth Wilson,Biology & Life Science,University of Exeter,United Kingdom,687
Matthew Coleman,426177,COMPUTER PROGRAMMING AND DATA PROCESSING,2404,53,1.0,Lina Cotton,Physical Sciences,Oxford Brookes University,United Kingdom,747
Mary Jones,621466,MICROBIOLOGY,5505,91,1.0,Mary Peterson,Arts,Budapest University of Technology and Economics,Hungary,319
Timothy Hooper,845199,PHARMACOLOGY,5403,75,1.0,Jeannette Parks,Engineering,Masaryk University,Czech Republic,415
Cathy Dominquez,481473,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,2501,93,0.5,Bonnie Arevalo,Physical Sciences,Verona University,Italy,385
Cynthia Smith,125692,SOIL SCIENCE,3701,75,1.0,Thomas Martinez,Biology & Life Science,University of South Dakota,United States of America,241
Amanda Correll,332436,MISCELLANEOUS EDUCATION,2411,44,0.5,Tiffany Morris,Engineering,Soochow University,China,715
Eugene Baird,256783,COMMERCIAL ART AND GRAPHIC DESIGN,2100,44,0.5,Clayton Hall,Agriculture & Natural Resources,University of Pennsylvania,United States of America,640
Eileen Williams,500735,ADVERTISING AND PUBLIC RELATIONS,6299,49,1.0,Andrea Smith,Computers & Mathematics,University of Siena,Italy,551
Luis Irwin,715360,COMPUTER PROGRAMMING AND DATA PROCESSING,3601,40,1.0,Barbara Williams,Engineering,National Taiwan Normal University,Taiwan,308
Andrea Smith,982796,JOURNALISM,6109,90,1.0,Joe Smith,Psychology & Social Work,Bayreuth University,Germany,200
Alicia Thompson,282201,EARLY CHILDHOOD EDUCATION,5200,78,1.0,Lois Mann,Humanities & Liberal Arts,University of Tsukuba,Japan,301
Bernice Roudebush,230164,TEACHER EDUCATION: MULTIPLE LEVELS,3700,100,1.0,Lucas Campbell,Psychology & Social Work,Yeungnam University,South Korea,632
Vicki Browne,953544,POLITICAL SCIENCE AND GOVERNMENT,2901,69,0.5,John Tao,Biology & Life Science,Federico Santa María Technical University,Chile,487
Stephanie Ford,803459,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,2408,93,0.5,Kathy Wahl,Education,Tehran University of Medical Sciences,Iran,667
Dwayne Barrera,200362,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,5006,16,0.5,Carol Thomas,Humanities & Liberal Arts,University of Pavia,Italy,561
Lorene Calkins,898974,BIOCHEMICAL SCIENCES,6200,52,0.5,Sandra Jones,Psychology & Social Work,Ecole Normale Superieure de Lyon,France,556
Jennifer Fish,453811,MULTI/INTERDISCIPLINARY STUDIES,4901,97,1.0,Mary Zhang,Agriculture & Natural Resources,Adam Mickiewicz University,Poland,239
John Bryant,428177,POLITICAL SCIENCE AND GOVERNMENT,5206,10,1.0,Earl Henry,Engineering,Florida Institute of Technology,United States of America,89
Maria Ball,450575,LANGUAGE AND DRAMA EDUCATION,6005,47,0.5,Willia Williamson,Computers & Mathematics,Bogazici University,Turkey,806
Leon Dana,670271,DRAMA AND THEATER ARTS,2602,83,0.5,Debra Shaw,Humanities & Liberal Arts,Southern Federal University,Russian Federation,70
Michael Turner,296419,PHYSICAL SCIENCES,6103,64,1.0,Donald Walker,Agriculture & Natural Resources,University of Wisconsin-Madison,United States of America,529
Yvette Goheen,855741,STUDIO ARTS,3609,74,0.5,Cassandra Bryant,Law & Public Policy,Rochester Institute of Technology,United States of America,159
Matthew Gurule,302367,PHARMACOLOGY,1102,24,0.5,Suzan Slusher,Social Science,Blaise Pascal University,France,781
Rickey Birkland,440409,BIOLOGY,6103,99,0.5,Anna Darby,Agriculture & Natural Resources,Leiden University,Netherlands,108
Joan Morton,408634,MULTI/INTERDISCIPLINARY STUDIES,1102,24,1.0,Andrew Delgado,Industrial Arts & Consumer Services,Virginia Polytechnic Institute and State University,United States of America,698
Barbara Dunlop,650223,GENERAL ENGINEERING,5506,95,1.0,Roger Dixon,Health,University of Bologna,Italy,587
Suzette Childs,999386,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,2308,89,0.5,Vickie Lafferty,Biology & Life Science,K.N. Toosi University of Technology,Iran,752
Penney Crayton,105451,GENERAL MEDICAL AND HEALTH SERVICES,3201,82,0.5,Cynthia Doughty,Engineering,Polytechnic University of Turin,Italy,391
Joseph Springer,763044,MULTI/INTERDISCIPLINARY STUDIES,5002,51,1.0,Helen Calzada,Biology & Life Science,National Central University,Taiwan,542
Anthony Shields,931236,COMPOSITION AND RHETORIC,6108,54,0.5,Amber Hall,Agriculture & Natural Resources,University of Nebraska Medical Center,United States of America,532
John Bryant,373846,INTERCULTURAL AND INTERNATIONAL STUDIES,6204,21,1.0,Megan Kaplan,Humanities & Liberal Arts,New Jersey Institute of Technology,United States of America,220
Tara Porter,316989,JOURNALISM,5599,88,1.0,Sandra Sanborn,Engineering,University of Virginia,United States of America,277
Era Rivera,589473,GENERAL AGRICULTURE,3302,74,0.5,Eric Neer,Education,University of Bucharest,Romania,703
Allen Ramirez,926963,FOOD SCIENCE,5098,53,1.0,David Bensen,Engineering,University of Twente,Netherlands,756
Joyce Webb,326682,STUDIO ARTS,6199,87,0.5,William Johnson,Engineering,University of Adelaide,Australia,489
Joseph Larsen,896294,MISCELLANEOUS FINE ARTS,3301,23,0.5,Shannon Richardson,Education,University of Bremen,Germany,531
Brittany Taylor,982295,NUCLEAR ENGINEERING,6202,34,0.5,Stephanie Reed,Law & Public Policy,University of Szeged,Hungary,276
Shelley Lubbers,235555,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,2311,21,1.0,Rick Evans,Humanities & Liberal Arts,Taras Shevchenko National University of Kyiv,Ukraine,37
Melanie Williams,518537,COMMUNICATIONS,5205,88,1.0,Gaston Florian,Business,Vilnius University,Lithuania,222
Irene Wagner,900197,COURT REPORTING,6207,11,1.0,Carol Thomas,Engineering,The Open University,United Kingdom,283
Claretta Brown,160575,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,2306,26,1.0,William Norris,Psychology & Social Work,University of Southern Denmark,Denmark,437
Lynn French,467961,MISCELLANEOUS FINE ARTS,4005,76,1.0,Rosie Castillo,Education,Nanjing University,China,651
Cathy Gomez,919938,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,3700,77,1.0,Keith Smith,Agriculture & Natural Resources,Royal Veterinary College,United Kingdom,203
Jeffrey Hicks,415774,COMPUTER NETWORKING AND TELECOMMUNICATIONS,3801,74,1.0,Bernadine Hayes,Education,University of Southern Queensland,Australia,491
Leonor Cook,724327,HISTORY,2303,55,1.0,Tracy Yates,Biology & Life Science,University of Murcia,Spain,306
Janette Hewitt,499499,POLITICAL SCIENCE AND GOVERNMENT,3302,6,1.0,Rachel Gunderson,Computers & Mathematics,King Saud University,Saudi Arabia,442
Thomas Greene,821741,MATERIALS ENGINEERING AND MATERIALS SCIENCE,2100,72,1.0,Karen Silverman,Physical Sciences,Bar-Ilan University,Israel,210
Sylvester Dudley,599763,MATHEMATICS AND COMPUTER SCIENCE,4000,7,1.0,William Sheehan,Education,Nagoya University,Japan,558
Vickie Lafferty,623733,ARCHITECTURE,2399,21,1.0,Linda Cabrera,Psychology & Social Work,Technical University of Berlin,Germany,605
William Johnson,249524,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,6004,53,1.0,Christopher Durant,Agriculture & Natural Resources,Ural Federal University,Russian Federation,224
Michael Fletcher,592459,HUMAN SERVICES AND COMMUNITY ORGANIZATION,6199,99,0.5,Nicole Jimenez,Computers & Mathematics,Technical University of Denmark,Denmark,552
Anne McKeown,885613,AGRICULTURAL ECONOMICS,6102,7,1.0,Michelle Jackson,Education,University of Florida,United States of America,585
Barbara Scott,186415,LANGUAGE AND DRAMA EDUCATION,6006,7,0.5,Ruby Thomas,Interdisciplinary,Technical University of Darmstadt,Germany,659
Debbie Lee,361493,TEACHER EDUCATION: MULTIPLE LEVELS,1105,7,1.0,Evelyn Butler,Psychology & Social Work,East China University of Science and Technology,China,476
William Clark,555036,PHYSICS,2201,51,1.0,Trisha Bramblett,Industrial Arts & Consumer Services,University of Notre Dame,United States of America,132
James Greene,322857,GEOGRAPHY,1104,14,1.0,Pearl Belton,Education,University of Paris North - Paris 13,France,237
Rodney Vigil,509506,SOCIAL PSYCHOLOGY,6210,30,1.0,Sam Overton,Engineering,University of Western Australia,Australia,786
Melida Williams,125466,SOCIOLOGY,6003,96,1.0,Angela Warren,Business,"University of Maryland, Baltimore County",United States of America,243
Robert Marsh,644470,HUMANITIES,6007,39,1.0,Phyllis Briggs,Engineering,University of Cergy-Pontoise,France,278
Marie Clark,341607,MATERIALS SCIENCE,6110,59,1.0,Christopher Payne,Arts,South China University of Technology,China,455
Juanita Robinson,784797,GENERAL MEDICAL AND HEALTH SERVICES,2412,63,1.0,Michelle Thompson,Business,University of Newcastle,Australia,636
James Brooks,616235,AGRICULTURAL ECONOMICS,3607,38,1.0,Tracie Stainbrook,Industrial Arts & Consumer Services,Kaohsiung Medical University,Taiwan,501
Robert Halley,667849,MISCELLANEOUS SOCIAL SCIENCES,2405,40,0.5,Donald Fletcher,Education,University of Neuchâtel,Switzerland,519
Suzan Slusher,627576,BUSINESS ECONOMICS,2411,43,0.5,William Theiss,Social Science,La Trobe University,Australia,164
Christopher Peterson,492388,ANIMAL SCIENCES,6207,61,1.0,Gail Knox,Engineering,Renmin University of China,China,433
David Chess,316642,SOCIOLOGY,1301,58,0.5,David Chess,Humanities & Liberal Arts,Brown University,United States of America,634
Anthony Shields,492468,TRANSPORTATION SCIENCES AND TECHNOLOGIES,2408,76,0.5,Emmett Washburn,Biology & Life Science,Loughborough University,United Kingdom,14
Leonore Flynn,235740,BIOCHEMICAL SCIENCES,2500,12,1.0,Daniel Host,Agriculture & Natural Resources,University of Oslo,Norway,727
Broderick Callen,584234,AGRICULTURAL ECONOMICS,3600,95,0.5,Sara Hartley,Agriculture & Natural Resources,University of Florence,Italy,293
Anne Corbett,292022,HISTORY,2314,22,0.5,Earl Henry,Health,Australian National University,Australia,233
Roger Dixon,322116,MATERIALS ENGINEERING AND MATERIALS SCIENCE,3401,88,0.5,Jose Murphy,Education,University of Science and Technology of China,China,107
Felix McMullen,652369,MULTI/INTERDISCIPLINARY STUDIES,6205,67,1.0,Barbara Favors,Humanities & Liberal Arts,Juntendo University,Japan,323
Kenneth Williams,962925,MATERIALS ENGINEERING AND MATERIALS SCIENCE,3611,27,1.0,Samuel Fava,Engineering,University of the West of England,United Kingdom,627
Thomas Camacho,871836,INDUSTRIAL PRODUCTION TECHNOLOGIES,3302,99,1.0,Jason Owens,Physical Sciences,University of Modena and Reggio Emilia,Italy,114
Latonya Doll,737595,ARCHITECTURAL ENGINEERING,6005,72,1.0,Herbert Threet,Communications & Journalism,"University of California, Davis",United States of America,367
Blake Lucas,893796,SOCIOLOGY,2402,76,1.0,Laura Smith,Education,Indian Institute of Technology Bombay,India,735
Randell Carrillo,141715,NUCLEAR ENGINEERING,5401,12,1.0,Stephanie Burrell,Biology & Life Science,University of Southern Mississippi,United States of America,216
Pauline Rowe,379249,CIVIL ENGINEERING,2102,13,0.5,Charlene Kane,Engineering,State University of Campinas,Brazil,498
Roland Swindler,707075,MUSIC,6207,57,0.5,Edward Jackson,Arts,Showa University,Japan,617
Cinthia McGurk,914394,MASS MEDIA,5206,15,1.0,Juanita Robinson,Physical Sciences,Delft University of Technology,Netherlands,33
Leonor Cook,749645,GENERAL EDUCATION,3402,96,1.0,Thomas Martinez,Computers & Mathematics,University of Geneva,Switzerland,612
Rob Olson,221903,PUBLIC ADMINISTRATION,3401,71,0.5,Frank Putnam,Engineering,Aston University,United Kingdom,626
Judy Nichols,954948,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,2412,38,1.0,Teri Peete,Biology & Life Science,Clemson University,United States of America,664
Marylyn Fisher,649208,CRIMINAL JUSTICE AND FIRE PROTECTION,3702,16,0.5,Leslie Gadson,Arts,Andhra University,India,174
Luis Barber,165242,GENERAL SOCIAL SCIENCES,6202,47,1.0,Tony Ragsdale,Health,University of Ferrara,Italy,438
Vicki Browne,151861,TREATMENT THERAPY PROFESSIONS,2107,72,1.0,David Atkinson,Education,Korea Advanced Institute of Science and Technology (KAIST),South Korea,309
James Brooks,827005,ENGINEERING MECHANICS PHYSICS AND SCIENCE,1102,0,1.0,Katherine Lloyd,Humanities & Liberal Arts,Pompeu Fabra University,Spain,493
Nancy Vickers,105571,FINANCE,2602,81,1.0,Mildred Mello,Education,University of Birmingham,United Kingdom,562
Loren Wilson,413344,CRIMINOLOGY,5201,17,0.5,George Correa,Business,Tohoku University,Japan,64
Barbara Lucio,249116,AGRICULTURE PRODUCTION AND MANAGEMENT,2300,13,0.5,Harold Tillman,Agriculture & Natural Resources,Universite Catholique de Louvain,Belgium,15
Donald Fletcher,675124,ENGINEERING AND INDUSTRIAL MANAGEMENT,6003,23,1.0,Phillip Rodriguez,Engineering,University of Miami,United States of America,141
Kary Coachman,713813,ECOLOGY,1199,37,0.5,Julian Kay,Humanities & Liberal Arts,University of Central Lancashire,United Kingdom,193
Christopher Allred,193896,MICROBIOLOGY,3702,15,1.0,Jerome Love,Industrial Arts & Consumer Services,University of Copenhagen,Denmark,66
Iris Rodrigues,774963,COURT REPORTING,1104,22,0.5,Cora Marguez,Arts,Dalhousie University,Canada,296
Earl Henry,451774,SCIENCE AND COMPUTER TEACHER EDUCATION,5403,3,0.5,Timothy Moore,Social Science,University of Hertfordshire,United Kingdom,370
Christopher Yarger,572517,ELEMENTARY EDUCATION,5502,52,0.5,Mina Rush,Physical Sciences,Swinburne University of Technology,Australia,416
Susan Welsh,105863,BIOLOGY,2599,2,1.0,Becky Velez,Arts,Southern Methodist University,United States of America,614
Leonore Flynn,275547,PHILOSOPHY AND RELIGIOUS STUDIES,6210,27,1.0,Stephen Marquis,Engineering,"University of California, Riverside",United States of America,281
Ann Ferguson,256717,ANIMAL SCIENCES,5200,37,1.0,Betty Patrick,Biology & Life Science,University of Seville,Spain,776
Philip Woodall,722327,MOLECULAR BIOLOGY,5201,27,1.0,Thomas Camacho,Physical Sciences,University of Alberta,Canada,725
Ronald Hendon,734871,ASTRONOMY AND ASTROPHYSICS,5500,87,0.5,Nicholas Patridge,Biology & Life Science,Tianjin University,China,375
Tyrone Delatorre,861716,MEDICAL TECHNOLOGIES TECHNICIANS,4801,52,1.0,Kathi Senters,Physical Sciences,Hong Kong Polytechnic University,Hong Kong,272
Angeline Sweeny,799339,OCEANOGRAPHY,6003,33,1.0,Susan Welsh,Business,Dartmouth College,United States of America,186
Tyrone Delatorre,885419,OTHER FOREIGN LANGUAGES,1100,39,1.0,David Guynn,Engineering,Bauman Moscow State Technical University,Russian Federation,541
Lura Leighty,542550,APPLIED MATHEMATICS,4006,38,0.5,Robert Long,Agriculture & Natural Resources,"China Medical University, Taiwan",Taiwan,721
Betsy Vaughn,919078,INTERNATIONAL RELATIONS,2599,57,0.5,Derek Rice,Education,Newcastle University,United Kingdom,359
Cynthia Smith,825570,ADVERTISING AND PUBLIC RELATIONS,5201,7,0.5,Dennis Atwood,Social Science,Florida State University,United States of America,739
Vera Merrill,732370,VISUAL AND PERFORMING ARTS,5599,35,0.5,Manuel Lopez,Physical Sciences,University of Kent,United Kingdom,695
David Hammonds,589265,MASS MEDIA,2414,85,0.5,David Fortner,Humanities & Liberal Arts,Simon Fraser University,Canada,777
Linda Snipes,511245,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,2419,100,0.5,Roman Newman,Social Science,Ruhr University Bochum,Germany,682
Carroll Rider,380025,APPLIED MATHEMATICS,6202,31,1.0,Joe Smith,Engineering,University of Haifa,Israel,27
Cathy Gomez,291416,MISCELLANEOUS ENGINEERING TECHNOLOGIES,2301,45,1.0,Jennifer Fish,Engineering,Kumamoto University,Japan,616
Sarah Grice,979240,MISCELLANEOUS PSYCHOLOGY,3603,31,0.5,William Sheehan,Biology & Life Science,Tulane University,United States of America,690
Gertrude Townsend,244399,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",3607,62,0.5,Beatrice Harris,Communications & Journalism,University of Trieste,Italy,688
Jesse Gildersleeve,922568,COMMERCIAL ART AND GRAPHIC DESIGN,5008,87,1.0,Paula Wright,Psychology & Social Work,University of Leeds,United Kingdom,31
Joan Schell,744606,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",4007,34,1.0,Gladys Wagner,Industrial Arts & Consumer Services,University of Utah,United States of America,546
Betty Wathen,506201,ENGINEERING AND INDUSTRIAL MANAGEMENT,6104,82,1.0,Elizabeth Baker,Engineering,Plymouth University,United Kingdom,723
Scott Peterson,594494,AGRICULTURE PRODUCTION AND MANAGEMENT,5701,86,1.0,Lynda Reynolds,Psychology & Social Work,Case Western Reserve University,United States of America,448
Dalton Norfleet,880127,TEACHER EDUCATION: MULTIPLE LEVELS,2599,7,1.0,Mary Jones,Communications & Journalism,University of Barcelona,Spain,581
David Bryson,151139,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,5098,36,0.5,Robert Marsh,Industrial Arts & Consumer Services,Amirkabir University of Technology,Iran,761
Dean Allen,880701,PRE-LAW AND LEGAL STUDIES,6001,89,0.5,Tamara Smith,Social Science,University of Liege,Belgium,2
Esther Todd,587508,BOTANY,1100,77,1.0,Jacki Sprenger,Social Science,Vrije Universiteit Brussel,Belgium,347
Frances Ferguson,976661,ENGINEERING AND INDUSTRIAL MANAGEMENT,3201,36,0.5,Joseph Hammett,Engineering,Wuhan University of Technology,China,560
James Hoffman,533990,INTERCULTURAL AND INTERNATIONAL STUDIES,5501,93,1.0,Frank Maniscalco,Communications & Journalism,University of Technology Sydney,Australia,116
Allen Davis,384662,CRIMINAL JUSTICE AND FIRE PROTECTION,2312,7,0.5,Mary Carroll,Biology & Life Science,University of Ioannina,Greece,547
Audrey Rosinski,731477,FAMILY AND CONSUMER SCIENCES,3801,54,1.0,Erik Hoskins,Biology & Life Science,Heriot-Watt University,United Kingdom,515
Catherine Powell,197883,GENERAL SOCIAL SCIENCES,3501,8,0.5,Jim Smith,Health,Isfahan University of Technology,Iran,526
Derek Rice,964683,MISCELLANEOUS FINE ARTS,2419,6,0.5,Brian Reyes,Engineering,Tokyo University of Agriculture and Technology,Japan,254
Vernon Dickerson,332102,LIBRARY SCIENCE,2106,45,1.0,Toni McGriff,Business,Pusan National University,South Korea,274
Della Craig,222664,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,1501,47,1.0,Ruby Thomas,Law & Public Policy,New University of Lisbon,Portugal,516
Kelly McBride,753060,INDUSTRIAL PRODUCTION TECHNOLOGIES,6203,62,0.5,Nancy Cunningham,Engineering,Federal University of Lavras,Brazil,334
Mark Wroblewski,613113,NURSING,3801,17,0.5,Glen Ali,Biology & Life Science,University of Delaware,United States of America,26
Kendra Gonzales,694789,PSYCHOLOGY,3602,48,0.5,Janette Hewitt,Arts,Bielefeld University,Germany,75
Lucas Palmer,404087,JOURNALISM,2601,1,1.0,Miranda Edmonds,Psychology & Social Work,Universiti Sains Malaysia,Malaysia,742
Tina Lovato,121617,EARLY CHILDHOOD EDUCATION,2503,88,1.0,Lauren Burriss,Agriculture & Natural Resources,Manchester Metropolitan University,United Kingdom,284
Della Craig,548286,MICROBIOLOGY,3609,54,1.0,Marty Thomas,Education,City University of Hong Kong,Hong Kong,49
Alana Watkins,247787,SECONDARY TEACHER EDUCATION,6007,16,0.5,Gerardo Sellman,Health,Queen's University,Canada,140
David Atkinson,916796,UNITED STATES HISTORY,6207,39,1.0,Cynthia Schreiber,Biology & Life Science,University of Ljubljana,Slovenia,226
Howard Martin,337936,GENERAL BUSINESS,2405,50,1.0,Michael Weller,Humanities & Liberal Arts,Slovak University of Technology in Bratislava,Slovakia,675
Jason Owens,795080,FINE ARTS,6209,14,1.0,Allen Fletcher,Law & Public Policy,University of Seoul,South Korea,270
Diana Clouse,296056,HUMANITIES,6200,29,0.5,Gladys Dugas,Education,Kansas State University,United States of America,6
Lupe Oliver,333947,CRIMINOLOGY,6403,93,0.5,Marianne Crockett,Health,Autonomous University of Madrid,Spain,387
Dorothy Spaulding,565850,MISCELLANEOUS BIOLOGY,4801,96,0.5,George Brooks,Business,Northeastern University,United States of America,545
Robert Little,481408,BUSINESS MANAGEMENT AND ADMINISTRATION,5098,91,0.5,Albert Whitham,Arts,Queensland University of Technology,Australia,469
Chuck Mahoney,633449,OTHER FOREIGN LANGUAGES,5599,63,0.5,Stephanie Atkinson,Agriculture & Natural Resources,Semmelweis University,Hungary,115
Stephanie Ford,229394,SECONDARY TEACHER EDUCATION,6199,39,0.5,Sam Overton,Engineering,Federal University of Vicosa,Brazil,377
Patsy Cook,934487,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",2306,66,1.0,Valerie Yancy,Agriculture & Natural Resources,University of Arkansas,United States of America,458
Sherry Taylor,248745,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,2407,63,0.5,Glenn Standish,Health,Polytechnic University of Catalonia,Spain,392
Velda Harris,697989,ENGLISH LANGUAGE AND LITERATURE,2407,29,0.5,Edward Tanner,Agriculture & Natural Resources,Shanghai University,China,127
Roman Newman,610244,OPERATIONS LOGISTICS AND E-COMMERCE,4000,37,1.0,Phyllis Gonzalas,Psychology & Social Work,Indian Institute of Technology Kharagpur,India,473
Hubert Whitaker,700173,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,6403,32,1.0,Joe Peters,Psychology & Social Work,University of Catania,Italy,486
Gladys Dugas,923900,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,5404,54,0.5,Refugio Scheele,Education,University of South Carolina,United States of America,594
Michael Strock,764725,MISCELLANEOUS FINE ARTS,5504,60,1.0,Adela Kowalski,Psychology & Social Work,University of Patras,Greece,537
George Brooks,811020,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,1303,13,1.0,Russell Murry,Engineering,Durham University,United Kingdom,384
Lee Scanlan,441039,PHILOSOPHY AND RELIGIOUS STUDIES,5098,62,0.5,Richard Martin,Engineering,University of Cape Town,South Africa,771
Susan Welsh,492533,BIOLOGICAL ENGINEERING,4901,62,1.0,Matthew Coleman,Law & Public Policy,Chiba University,Japan,559
Lashawn Smith,803945,ATMOSPHERIC SCIENCES AND METEOROLOGY,1501,21,1.0,Clifford Field,Social Science,Hong Kong University of Science and Technology,Hong Kong,788
Eva Proffitt,629456,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,2001,36,0.5,Joseph Larsen,Engineering,American University of Beirut,Lebanon,795
Bernice Roudebush,149047,MATHEMATICS,5003,94,1.0,Emilio Patten,Interdisciplinary,University of Tartu,Estonia,332
Michael Concepcion,472789,PUBLIC ADMINISTRATION,2413,91,0.5,Mary Baker,Social Science,Panjab University,India,356
Ronald Cotten,697149,GEOSCIENCES,4001,84,1.0,Nancy Cunningham,Social Science,University of Aberdeen,United Kingdom,349
Chad Shepard,223262,SECONDARY TEACHER EDUCATION,5201,27,1.0,Margret McKenzie,Physical Sciences,Anadolu University,Turkey,286
Russell Murry,333767,ENGINEERING AND INDUSTRIAL MANAGEMENT,5206,86,0.5,Barbara Dunlop,Health,Yeshiva University,United States of America,153
Nancy Elliott,796660,CHEMISTRY,6204,26,0.5,Jeremy Gough,Agriculture & Natural Resources,Dublin Institute of Technology,Republic of Ireland,734
Lauren Burriss,712518,ELECTRICAL ENGINEERING,3699,42,1.0,Louis Brown,Humanities & Liberal Arts,University of Pardubice,Czech Republic,743
Robert Bellamy,867543,PRE-LAW AND LEGAL STUDIES,3501,48,1.0,William Sheehan,Business,University of Castilla-La Mancha,Spain,117
Catherine Powell,566735,COMMUNICATIONS,5701,23,0.5,Emily Garcia,Humanities & Liberal Arts,University of Hamburg,Germany,268
Jack Hyde,307021,CLINICAL PSYCHOLOGY,2309,68,0.5,Daniel Host,Biology & Life Science,Jagiellonian University,Poland,255
Cassandra Bryant,457267,COMMUNICATIONS,2418,82,1.0,Michelle Branson,Engineering,Chonbuk National University,South Korea,148
Chuck Mahoney,833900,POLITICAL SCIENCE AND GOVERNMENT,2901,75,0.5,Erik Hoskins,Physical Sciences,Heidelberg University,Germany,445
Lois Miller,800543,MATHEMATICS TEACHER EDUCATION,5402,66,1.0,Evelyn Grant,Engineering,Hiroshima University,Japan,463
Leonard Lonergan,677548,CRIMINOLOGY,3611,15,0.5,Mina Rush,Biology & Life Science,National Taiwan University,Taiwan,705
Ethel Begley,641261,MEDICAL ASSISTING SERVICES,6106,12,1.0,Marianne McCoy,Engineering,University of Manchester,United Kingdom,366
Lorie Lagunas,658989,STUDIO ARTS,2308,24,1.0,Stephanie Wright,Biology & Life Science,University of Liverpool,United Kingdom,1
Melba West,470344,LIBERAL ARTS,6211,43,0.5,Linda Snipes,Psychology & Social Work,University of Southern California,United States of America,544
Sharron Higdon,441152,POLITICAL SCIENCE AND GOVERNMENT,6102,8,0.5,Betty Wathen,Education,Oregon Health and Science University,United States of America,150
Angela Warren,391900,CIVIL ENGINEERING,6212,18,1.0,Terrence Wiley,Physical Sciences,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,48
John Griffin,453233,GENERAL ENGINEERING,4000,23,0.5,Charles Laskowski,Computers & Mathematics,Marche Polytechnic University,Italy,707
Kristin Robinson,561107,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",2402,94,1.0,Nancy Elliott,Agriculture & Natural Resources,University of Alaska Fairbanks,United States of America,23
Susan Ramirez,710360,VISUAL AND PERFORMING ARTS,5006,7,1.0,Jessica Russell,Humanities & Liberal Arts,Kingston University,United Kingdom,207
Anna Darby,542193,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,5003,75,1.0,Marvin Henderson,Education,King Mongkut's University of Technology Thonburi,Thailand,740
Betty Sewell,379355,PHYSIOLOGY,2414,36,0.5,Luis Barber,Social Science,University of Silesia in Katowice,Poland,759
Tina Mangrum,660274,ENGLISH LANGUAGE AND LITERATURE,2418,97,0.5,Hugh Perkins,Biology & Life Science,Tokai University,Japan,111
Nancy Cunningham,208393,EDUCATIONAL ADMINISTRATION AND SUPERVISION,2312,5,1.0,Alice Gutierrez,Business,University of Bergen,Norway,190
Ada Burger,331720,MISCELLANEOUS ENGINEERING,6104,84,0.5,Sherry Taylor,Engineering,Tomsk Polytechnic University,Russian Federation,506
Thomas Adolph,478760,MEDICAL TECHNOLOGIES TECHNICIANS,1501,98,1.0,Robert Forrester,Biology & Life Science,Quaid-i-azam University,Pakistan,784
Betty King,270432,COURT REPORTING,2301,76,1.0,Sylvester Dudley,Social Science,Victoria University of Wellington,New Zealand,247
Lance Acosta,629026,SCIENCE AND COMPUTER TEACHER EDUCATION,2412,52,1.0,Leon Dana,Business,Monash University,Australia,325
